EOS_id,Drug_name,MoA,Target_name,is_hit_3D,n_features_active,activity_RMS_2D,activity_RMS_3D,rank_2D_n_active_pct,rank_2D_RMS_pct,rank_3D_RMS_pct
EOS101152,BAY-598,inhibitor,N-lysine methyltransferase SMYD2;Proteinase-activated receptor 1,False,65,1.9244316254927014,0.5836678727316809,19.79591836734694,20.408163265306122,1.9047619047619049
EOS101151,VX-702,inhibitor,"Serine/threonine-protein kinase D3;Myosin light chain kinase, smooth muscle;Mitogen-activated protein kinase 11;Phosphatidylinositol 4-kinase beta;Rho-associated protein kinase 1;ALK tyrosine kinase receptor;MAP kinase-activated protein kinase 2;Activin receptor type-2B;Serine/threonine-protein kinase NLK;Mitogen-activated protein kinase 10;Serine/threonine-protein kinase D2;Mitogen-activated protein kinase 14;Mitogen-activated protein kinase 9",False,73,2.041284202752195,0.7948748523080664,22.993197278911566,24.897959183673468,27.074829931972786
EOS101147,INGENOL MEBUTATE,activator,Protein kinase C (PKC);Protein kinase C beta type;Protein kinase C delta type;Protein kinase C epsilon type;Protein kinase C alpha type;Protein kinase C gamma type,False,325,6.123607100899256,0.989896381777463,97.95918367346938,98.09523809523809,52.10884353741496
EOS101120,SB-505124,inhibitor,TGF-beta receptor type-1;Activin receptor type-1B;Nuclear receptor ROR-gamma;Mitogen-activated protein kinase 14;Receptor-interacting serine/threonine-protein kinase 2,False,103,3.0515911035223646,2.0771016871687045,35.30612244897959,58.77551020408164,93.46938775510203
EOS101115,TYRPHOSTIN AG-1478,inhibitor,"Epidermal growth factor receptor;Lethal factor;Cytochrome P450 2D6;Polyunsaturated fatty acid lipoxygenase ALOX15;Mitogen-activated protein kinase 14;Hypoxia-inducible factor 1-alpha;3-hydroxyacyl-CoA dehydrogenase type-2;Prelamin-A/C;Tyrosine-protein kinase ABL;Geminin;4'-phosphopantetheinyl transferase ffp;Fructose-1,6-bisphosphatase 1;Cytochrome P450 1A2;Cytochrome P450 3A4;Cellular tumor antigen p53;Bloom syndrome protein;Lysine-specific demethylase 4E;Nuclear factor NF-kappa-B p105 subunit;MAP kinase-interacting serine/threonine-protein kinase 1;Proto-oncogene tyrosine-protein kinase Src;Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase;15-hydroxyprostaglandin dehydrogenase [NAD(+)];Peripheral myelin protein 22;Retinal dehydrogenase 1;Alpha-galactosidase A;Muscarinic acetylcholine receptor M1;RAF proto-oncogene serine/threonine-protein kinase;Menin/Histone-lysine N-methyltransferase MLL;Mitogen-activated protein kinase 1;Microtubule-associated protein tau;Proto-oncogene tyrosine-protein kinase LCK",False,190,3.4500374503958993,1.406171781132814,64.14965986394557,68.70748299319727,80.54421768707482
EOS101101,SB 225002,antagonist,C-X-C chemokine receptor type 2;Menin/Histone-lysine N-methyltransferase MLL;C-X-C chemokine receptor type 1,False,299,5.092282123572319,0.9008046393402896,95.10204081632652,92.24489795918367,41.49659863945578
EOS101098,TIVOZANIB,inhibitor,Breakpoint cluster region protein;Ephrin type-A receptor 2;Receptor-type tyrosine-protein kinase FLT3;Mast/stem cell growth factor receptor Kit;Vascular endothelial growth factor receptor;Epithelial discoidin domain-containing receptor 1;Platelet-derived growth factor receptor beta;Receptor-interacting serine/threonine-protein kinase 3;Ephrin type-B receptor 3;Vascular endothelial growth factor receptor 3;Mitogen-activated protein kinase kinase kinase kinase 2;Ephrin type-B receptor 4;Ephrin type-A receptor 4;Aurora kinase B;Vascular endothelial growth factor receptor 1;Phosphatidylethanolamine-binding protein 1;Tyrosine-protein kinase ABL2;Platelet-derived growth factor receptor alpha;Ephrin type-B receptor 2;Hepatocyte growth factor receptor;Tyrosine-protein kinase FRK;Ephrin type-A receptor 5;Tyrosine-protein kinase ABL1;Vascular endothelial growth factor receptor 2;Receptor-interacting serine/threonine-protein kinase 2;Protein-tyrosine kinase 6;Serine/threonine-protein kinase 10;Proto-oncogene tyrosine-protein kinase receptor Ret;Discoidin domain-containing receptor 2;Tyrosine-protein kinase Lyn;Proto-oncogene tyrosine-protein kinase LCK;Fibroblast growth factor receptor 1,False,149,2.6141944521532015,1.674752798745781,50.884353741496604,48.57142857142857,87.75510204081633
EOS101097,IRINOTECAN,inhibitor,"Lysine-specific demethylase 4E;Prelamin-A/C;DNA topoisomerase 1;Solute carrier family 22 member 2;Solute carrier family 22 member 3;Alpha-2C adrenergic receptor;Multidrug and toxin extrusion protein 1;Muscarinic acetylcholine receptor M4;Solute carrier family 22 member 1;Multidrug and toxin extrusion protein 2;Paired box protein Pax-8;Nuclear receptor coactivator 3;Interstitial collagenase;Cytochrome P450 3A4;Acetylcholinesterase;Alpha-galactosidase A;15-hydroxyprostaglandin dehydrogenase [NAD(+)];3-hydroxyacyl-CoA dehydrogenase type-2;Cruzipain;Lysosomal alpha-glucosidase;Retinal dehydrogenase 1;DNA topoisomerase I, mitochondrial",False,309,4.966591046270775,0.7001508400907426,95.64625850340136,91.02040816326532,12.51700680272109
EOS101092,RALTITREXED,inhibitor;antagonist,"Thymidylate synthase;Bifunctional dihydrofolate reductase-thymidylate synthase;Dihydrofolate reductase;Reduced folate transporter;Folate receptor alpha;Folate receptor beta;Proton-coupled folate transporter;Folylpolyglutamate synthase, mitochondrial",False,219,3.9100411964386006,0.7617505121867251,74.96598639455783,78.50340136054422,21.360544217687075
EOS101246,REGORAFENIB,inhibitor,Mitogen-activated protein kinase 14;Serine/threonine-protein kinase B-raf;Tyrosine-protein kinase ABL1;Discoidin domain-containing receptor 2;Receptor-type tyrosine-protein kinase FLT3;RAF proto-oncogene serine/threonine-protein kinase;Ephrin type-A receptor 5;Bifunctional epoxide hydrolase 2;Cyclin-dependent kinase 17;Ephrin type-A receptor 2;MAP kinase-activated protein kinase 2;Vascular endothelial growth factor receptor 1;Glycine receptor subunit alpha-1;Platelet-derived growth factor receptor alpha;Fibroblast growth factor receptor 2;High affinity nerve growth factor receptor;Tyrosine-protein kinase FRK;Vascular endothelial growth factor receptor 3;Receptor-interacting serine/threonine-protein kinase 3;Platelet-derived growth factor receptor beta;Ephrin type-A receptor 1;Vascular endothelial growth factor receptor 2;Breakpoint cluster region protein;Fibroblast growth factor receptor 1;Dual specificity protein kinase TTK;Mast/stem cell growth factor receptor Kit;Proto-oncogene tyrosine-protein kinase receptor Ret;LIM domain kinase 1;Mitogen-activated protein kinase 11;Angiopoietin-1 receptor;Dual specificity protein kinase CLK1;Epithelial discoidin domain-containing receptor 1;Mitogen-activated protein kinase kinase kinase 1;Receptor-interacting serine/threonine-protein kinase 2;Mitogen-activated protein kinase kinase kinase 20;RET proto-oncogene,False,240,3.9046893881286375,1.4374609034496366,82.44897959183673,78.36734693877551,81.63265306122449
EOS101239,SEMAGACESTAT,inhibitor,Gamma-secretase;Presenilin-1,False,43,1.7233068980799333,1.2552740683781354,2.6530612244897958,8.843537414965986,73.60544217687075
EOS101223,DYCLONINE,inhibitor;blocker,Thyroid hormone receptor beta;Cytochrome P450 2D6;Retinal dehydrogenase 1;Cytochrome P450 2C9;Cytochrome P450 1A2;Prelamin-A/C;Lethal factor;Inositol monophosphatase 1;Nuclear receptor ROR-gamma;Acetylcholinesterase;Cytochrome P450 3A4;Thioredoxin glutathione reductase;Microtubule-associated protein tau;Ferritin light chain;Sodium channel protein type 10 subunit alpha;Sodium channel alpha subunit,False,44,1.5912765980223966,1.1439135534150155,3.4693877551020407,2.0408163265306123,65.03401360544217
EOS101221,GSK650394,inhibitor,Calcium/calmodulin-dependent protein kinase kinase 2;Serine/threonine-protein kinase Sgk2;Aurora kinase A;Serine/threonine-protein kinase Sgk1,False,194,3.488614944108383,0.8944846178779998,65.64625850340136,69.38775510204081,40.54421768707483
EOS101219,ML323,inhibitor,Ubiquitin carboxyl-terminal hydrolase 1/WD repeat-containing protein 48;Ubiquitin carboxyl-terminal hydrolase 1,False,122,2.259153417495307,1.285684137963512,44.285714285714285,34.5578231292517,75.51020408163265
EOS101205,PIMOZIDE,antagonist;inhibitor;blocker,ATP-dependent translocase ABCB1;5-hydroxytryptamine receptor 2A;Mu-type opioid receptor;Voltage-dependent T-type calcium channel subunit alpha-1H;5-hydroxytryptamine receptor 6;Cytochrome P450 3A4;Voltage-gated L-type calcium channel;Voltage-dependent T-type calcium channel subunit alpha-1G;Voltage-dependent T-type calcium channel subunit alpha-1I;Potassium voltage-gated channel subfamily A member 10;Kappa-type opioid receptor;Endonuclease 4;Peripheral myelin protein 22;Menin/Histone-lysine N-methyltransferase MLL;Muscarinic acetylcholine receptor M1;Lethal factor;Cellular tumor antigen p53;Inositol monophosphatase 1;Polyunsaturated fatty acid lipoxygenase ALOX15;DNA-(apurinic or apyrimidinic site) endonuclease;Geminin;Ubiquitin carboxyl-terminal hydrolase 1/WD repeat-containing protein 48;G protein-activated inward rectifier potassium channel 2;Serine/threonine-protein kinase mTOR;Solute carrier family 22 member 2;Potassium channel subfamily K member 2;Glycine receptor subunit alpha-1;Sodium channel protein type 2 subunit alpha;Histamine H1 receptor;Mitogen-activated protein kinase 1;D(3) dopamine receptor;4'-phosphopantetheinyl transferase ffp;Potassium voltage-gated channel subfamily H member 2;Dopamine receptor;Beta-lactamase;Lysine-specific demethylase 4E;D(2) dopamine receptor;5-hydroxytryptamine receptor 1A;5-hydroxytryptamine receptor 7;Delta-type opioid receptor;Nuclear factor NF-kappa-B p105 subunit;Huntingtin;Hypoxia-inducible factor 1-alpha;Retinal dehydrogenase 1;Bloom syndrome protein;Neuropeptide S receptor;Cytochrome P450 1A2;Ubiquitin carboxyl-terminal hydrolase 1;Histamine H4 receptor;Prelamin-A/C;Ferritin light chain;Thrombopoietin;Microtubule-associated protein tau;Nuclear receptor ROR-gamma;Cytochrome P450 2D6;Sodium channel alpha subunit;Cytochrome P450 2C19;Calmodulin-1,False,205,3.628468846879849,1.5684448679690925,69.72789115646259,73.06122448979592,85.578231292517
EOS101198,I-BET151,inhibitor,"Bromodomain-containing protein 4;Bromodomain-containing protein 2;Bromodomain-containing protein 3;Cytochrome P450 3A4;cAMP-specific 3',5'-cyclic phosphodiesterase 4B;Bromodomain testis-specific protein;Cytochrome P450 2C9;CREB-binding protein",False,107,2.26019386500853,1.197228519607408,37.142857142857146,34.82993197278911,69.65986394557822
EOS101196,PROGESTERONE,activator;agonist;agonist;potentiator;agonist;antagonist;partial agonist;potentiator;binding agent;inhibitor;agonist;inhibitor;degrader;substrate;inhibitor;potentiator;activator;binding agent;agonist;degrader,"Progesterone receptor;Estrogen receptor;Thrombopoietin;Short transient receptor potential channel 5;Sterol O-acyltransferase 1;Sex hormone-binding globulin;Fatty acid-binding protein, intestinal;Lysine-specific demethylase 4E;Cytochrome P450 2C9;Corticosteroid-binding globulin;C-8 sterol isomerase ERG2;Cation channel sperm-associated protein 4;P2X purinoceptor 3;G-protein coupled bile acid receptor 1;Peripheral myelin protein 22;Bile salt export pump;Solute carrier family 22 member 1;Solute carrier family 22 member 3;Solute carrier family 22 member 2;Steroid 17-alpha-hydroxylase/17,20 lyase;Kappa-type opioid receptor;Alpha-1-acid glycoprotein 1;Neuropeptide S receptor;Hypoxia-inducible factor 1-alpha;Ferritin light chain;ATP-dependent translocase ABCB1;Retinal dehydrogenase 1;Nuclear receptor ROR-gamma;Androgen receptor;Cation channel sperm-associated protein 2;Mitogen-activated protein kinase 1;Menin/Histone-lysine N-methyltransferase MLL;Cytochrome P450 3A4;Mineralocorticoid receptor;Steroid 5-alpha-reductase;Cation channel sperm-associated protein 3;Glucocorticoid receptor;Cation channel sperm-associated protein 1;Thyrotropin receptor;Muscarinic acetylcholine receptor M1;Sigma non-opioid intracellular receptor 1;Fatty acid-binding protein, liver;Prelamin-A/C;Microtubule-associated protein tau;Estrogen receptor beta",False,41,1.537980463291145,0.8872325631051118,1.5646258503401362,0.6802721088435374,39.72789115646258
EOS101195,AZT,,Peripheral myelin protein 22;Bloom syndrome protein;Prelamin-A/C,True,158,2.654103114092726,2.1163369764715574,54.14965986394557,49.65986394557823,94.14965986394557
EOS101193,CTEP,allosteric modulator,Metabotropic glutamate receptor 5;Potassium voltage-gated channel subfamily H member 2,False,74,1.9148962601223878,0.8052841311515581,23.333333333333332,20.272108843537413,28.29931972789116
EOS101181,FLUOXETINE,antagonist;inhibitor;blocker,Transporter;Voltage-dependent L-type calcium channel subunit alpha-1C;Geminin;Cytochrome P450 3A4;Menin/Histone-lysine N-methyltransferase MLL;Ferritin light chain;15-hydroxyprostaglandin dehydrogenase [NAD(+)];Potassium channel subfamily K member 2;Serine/threonine-protein kinase mTOR;Alpha-2B adrenergic receptor;Potassium voltage-gated channel subfamily H member 2;Sigma intracellular receptor 2;Cytochrome P450 2D6;Muscarinic acetylcholine receptor M1;Muscarinic acetylcholine receptor M3;Muscarinic acetylcholine receptor M5;Alpha-2A adrenergic receptor;Neuronal acetylcholine receptor subunit alpha-2;Neuronal acetylcholine receptor subunit alpha-3;Neuronal acetylcholine receptor subunit beta-4;Peripheral myelin protein 22;Albumin;Histamine H3 receptor;Sigma non-opioid intracellular receptor 1;Cytochrome P450 2C19;G protein-activated inward rectifier potassium channel 2;Sodium-dependent serotonin transporter;Sodium-dependent noradrenaline transporter;Sodium-dependent dopamine transporter;Adrenergic receptor alpha-1;Adrenergic receptor alpha-2;Potassium voltage-gated channel subfamily C member 1;Serotonin 1 (5-HT1) receptor;Acetylcholinesterase;5-hydroxytryptamine receptor 2C;5-hydroxytryptamine receptor 6;5-hydroxytryptamine receptor 2A;Equilibrative nucleoside transporter 4;Prelamin-A/C;Huntingtin;5-hydroxytryptamine receptor 2B;Anoctamin-1,False,56,1.7794315714355375,1.0639821600784374,14.69387755102041,12.380952380952381,58.77551020408164
EOS101299,PRAZOSIN,antagonist;inverse agonist;antagonist;antagonist;binding agent;inhibitor,"Lethal factor;Geminin;Sodium channel alpha subunits; brain (Types I, II, III);5-hydroxytryptamine receptor 1D;5-hydroxytryptamine receptor 2A;Serotonin 2 (5-HT2) receptor;5-hydroxytryptamine receptor 1A;Ribosyldihydronicotinamide dehydrogenase [quinone];Interstitial collagenase;Menin/Histone-lysine N-methyltransferase MLL;Non-structural protein 1;Peripheral myelin protein 22;Putative fructose-1,6-bisphosphate aldolase;Endonuclease 4;Muscarinic acetylcholine receptor M1;Thioredoxin glutathione reductase;Solute carrier family 22 member 1;Serine/threonine-protein kinase mTOR;5-hydroxytryptamine receptor 2B;Solute carrier family 22 member 2;D(4) dopamine receptor;Solute carrier family 22 member 3;ATP-binding cassette sub-family C member 4;Matrix metalloproteinase-9;Multidrug and toxin extrusion protein 1;Multidrug and toxin extrusion protein 2;Thrombopoietin;Mitogen-activated protein kinase 1;Beta-casein;Alpha-1A adrenergic receptor;Adrenergic receptor alpha-1;Adrenergic receptor alpha-2;Alpha-2B adrenergic receptor;D(2) dopamine receptor;Nuclear factor NF-kappa-B p105 subunit;3-hydroxyacyl-CoA dehydrogenase type-2;Cytochrome P450 1A2;Nuclear receptor ROR-gamma;Retinal dehydrogenase 1;Alpha-galactosidase A;Cytochrome P450 3A4;Alpha-1B adrenergic receptor;Lysosomal alpha-glucosidase;Adrenergic receptor alpha;Microtubule-associated protein tau;Alpha-2C adrenergic receptor;Alpha-1D adrenergic receptor;Alpha-2A adrenergic receptor;Hypoxia-inducible factor 1-alpha;15-hydroxyprostaglandin dehydrogenase [NAD(+)];Cellular tumor antigen p53;Potassium voltage-gated channel subfamily H member 2;Prelamin-A/C;Lysine-specific demethylase 4E;Latent membrane protein 1",False,245,4.213586095792028,0.8056580825040354,83.94557823129252,83.6734693877551,28.435374149659864
EOS101296,NU7441,inhibitor,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform;Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform;Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform;DNA-dependent protein kinase catalytic subunit;Serine/threonine-protein kinase mTOR;Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform;Bromodomain-containing protein 4;Bromodomain testis-specific protein;Potassium voltage-gated channel subfamily H member 2",False,168,2.9693566486827,0.588902184394575,56.394557823129254,56.59863945578232,2.4489795918367347
EOS101294,RUXOLITINIB,inhibitor,"Serine/threonine-protein kinase TAO3;JAK2/TYK2;Calcium/calmodulin-dependent protein kinase type II subunit beta;Casein kinase I isoform alpha;Dual specificity tyrosine-phosphorylation-regulated kinase 1A;Calcium/calmodulin-dependent protein kinase type II subunit gamma;Leucine-rich repeat serine/threonine-protein kinase 2;JAK3/JAK1;STE20-related kinase adapter protein alpha;Mitogen-activated protein kinase kinase kinase 15;Serine/threonine-protein kinase PLK4;Microtubule-associated serine/threonine-protein kinase 1;Serine/threonine-protein kinase 26;Serine/threonine-protein kinase MARK2;BMP-2-inducible protein kinase;Receptor-interacting serine/threonine-protein kinase 4;Serine/threonine-protein kinase SBK1;Aurora kinase C;Tyrosine-protein kinase JAK1;NUAK family SNF1-like kinase 2;Calcium/calmodulin-dependent protein kinase type 1G;Dual specificity mitogen-activated protein kinase kinase 2;Mitogen-activated protein kinase kinase kinase 2;MAP kinase-interacting serine/threonine-protein kinase 2;Casein kinase I isoform gamma-1;Homeodomain-interacting protein kinase 2;Serine/threonine-protein kinase RIO1;Oxysterols receptor LXR-beta;Serine/threonine-protein kinase ULK1;Dual specificity tyrosine-phosphorylation-regulated kinase 2;Protein kinase C epsilon type;Dual specificity mitogen-activated protein kinase kinase 3;Serine/threonine-protein kinase 17B;Serine/threonine-protein kinase PLK1;Mitogen-activated protein kinase kinase kinase 19;Ribosomal protein S6 kinase alpha-2;Serine/threonine-protein kinase/endoribonuclease IRE1;Mitogen-activated protein kinase kinase kinase kinase 2;BDNF/NT-3 growth factors receptor;Serine/threonine-protein kinase VRK2;Serine/threonine-protein kinase 25;STE20/SPS1-related proline-alanine-rich protein kinase;Inhibitor of nuclear factor kappa-B kinase subunit epsilon;Serine/threonine-protein kinase PAK 5;Ribosomal protein S6 kinase alpha-5;Inhibitor of nuclear factor kappa-B kinase subunit beta;Calcium/calmodulin-dependent protein kinase type 1;Serine/threonine-protein kinase SIK3;Ribosomal protein S6 kinase alpha-4;Bone morphogenetic protein receptor type-1B;Myosin light chain kinase, smooth muscle;Rhodopsin kinase GRK7;Uncharacterized protein FLJ45252;Mitogen-activated protein kinase kinase kinase 11;Cyclin-dependent kinase 7;Interleukin-1 receptor-associated kinase 1;Death-associated protein kinase 3;Bone morphogenetic protein receptor type-2;High affinity nerve growth factor receptor;Activated CDC42 kinase 1;Histone deacetylase 6;Serine/threonine-protein kinase DCLK1;Myotonin-protein kinase;ALK tyrosine kinase receptor;Dual specificity mitogen-activated protein kinase kinase 1;JAK1/JAK2/TYK2;Mitogen-activated protein kinase kinase kinase 7;Serine/threonine-protein kinase DCLK3;Calcium/calmodulin-dependent protein kinase type IV;Serine/threonine-protein kinase PAK 6;Serine/threonine-protein kinase RIO2;Maternal embryonic leucine zipper kinase;Rho-associated protein kinase 1;Serine/threonine-protein kinase PLK3;Rho-associated protein kinase 2;Dual specificity protein kinase TTK;Serine/threonine-protein kinase RIO3;Tyrosine-protein kinase ABL1;Ephrin type-A receptor 3;NT-3 growth factor receptor;Serine/threonine-protein kinase TAO2;Calcium/calmodulin-dependent protein kinase type II subunit delta;MAP/microtubule affinity-regulating kinase 3;Serine/threonine-protein kinase Nek3;Serine/threonine-protein kinase Nek7;JAK1/TYK2;Serine/threonine-protein kinase TBK1;MAP kinase-activated protein kinase 5;Ribosomal protein S6 kinase alpha-1;Rhodopsin kinase GRK1;G protein-coupled receptor kinase 4;Calcium/calmodulin-dependent protein kinase type II subunit alpha;Serine/threonine-protein kinase PknB;Mitogen-activated protein kinase kinase kinase 3;Casein kinase II subunit alpha';Serine/threonine-protein kinase PAK 4;Phosphorylase b kinase gamma catalytic chain, liver/testis isoform;Mast/stem cell growth factor receptor Kit;Serine/threonine-protein kinase 16;Non-receptor tyrosine-protein kinase TYK2;Tyrosine-protein kinase JAK3;SRSF protein kinase 1;Dual specificity mitogen-activated protein kinase kinase 4;Tyrosine-protein kinase JAK2;AP2-associated protein kinase 1;Calcium/calmodulin-dependent protein kinase type 1D;Serine/threonine-protein kinase PLK2;Casein kinase II subunit alpha;Dual specificity protein kinase CLK1;Serine/threonine-protein kinase DCLK2;Homeodomain-interacting protein kinase 1;Leukocyte tyrosine kinase receptor;Protein kinase C alpha type;Serine/threonine-protein kinase ULK3;Phosphatidylinositol 4-kinase beta;Proto-oncogene tyrosine-protein kinase receptor Ret;Mitogen-activated protein kinase 8;Ankyrin repeat and protein kinase domain-containing protein 1;Serine/threonine-protein kinase N1;Uncharacterized serine/threonine-protein kinase SBK3;Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform;cGMP-dependent protein kinase 2;Dual specificity protein kinase CLK4;Serine/threonine-protein kinase ULK2;Ribosomal protein S6 kinase alpha-6;Death-associated protein kinase 2;Mitogen-activated protein kinase kinase kinase 1;Homeodomain-interacting protein kinase 3;Cyclin-G-associated kinase;Serine/threonine-protein kinase 17A;Ephrin type-B receptor 6;Peripheral plasma membrane protein CASK;Serine/threonine-protein kinase OSR1;Death-associated protein kinase 1;Serine/threonine-protein kinase B-raf;Dual specificity protein kinase CLK2;SRSF protein kinase 3;Citron Rho-interacting kinase;Serine/threonine-protein kinase TAO1;JAK2/JAK1",False,52,1.7332761064518314,1.33131544945712,11.224489795918368,9.387755102040817,77.41496598639456
EOS101290,INDISULAM,inhibitor,"Carbonic anhydrase;Carbonic anhydrase 2;Carbonic anhydrase 5B, mitochondrial;Carbonic anhydrase 5A, mitochondrial;Carbonic anhydrase 15;Beta-carbonic anhydrase 1;Carbonic anhydrase 1;Carbonic anhydrase 9;Carbonic anhydrase 12;Carbonic anhydrase 3;Carbonic anhydrase 7;Carbonic anhydrase 6;Carbonic anhydrase 14;Carbonic anhydrase 4",False,169,2.7727433642804984,0.8864750446705536,56.87074829931973,52.7891156462585,39.455782312925166
EOS101288,SOTRASTAURIN,inhibitor,"Protein kinase C delta type;Tyrosine-protein kinase ABL1;Dual specificity mitogen-activated protein kinase kinase 1;Calcium/calmodulin-dependent protein kinase type II subunit gamma;Serine/threonine-protein kinase ICK;Serine/threonine-protein kinase PLK1;Calcium/calmodulin-dependent protein kinase type 1D;Receptor tyrosine-protein kinase erbB-2;Cyclin-dependent kinase 2/cyclin A;Cyclin-dependent kinase 1;Tyrosine-protein kinase JAK3;Misshapen-like kinase 1;Serine/threonine-protein kinase Sgk2;Glycogen synthase kinase-3 beta;Calcium/calmodulin-dependent protein kinase type II subunit beta;MAP/microtubule affinity-regulating kinase 3;Serine/threonine-protein kinase TAO1;G protein-coupled receptor kinase 5;Serine/threonine-protein kinase pim-3;Tyrosine-protein kinase receptor UFO;Calcium/calmodulin-dependent protein kinase type II subunit alpha;Serine/threonine-protein kinase BRSK1;Dual specificity protein kinase CLK2;Serine/threonine-protein kinase pim-2;Macrophage-stimulating protein receptor;5'-AMP-activated protein kinase catalytic subunit alpha-1;RAC-beta serine/threonine-protein kinase;Dual specificity tyrosine-phosphorylation-regulated kinase 3;Cytochrome P450 3A4;3-phosphoinositide-dependent protein kinase 1;Ribosomal protein S6 kinase alpha-6;[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial;Epidermal growth factor receptor;cGMP-dependent protein kinase 1;Protein kinase C iota type;Calcium/calmodulin-dependent protein kinase type II subunit delta;Tyrosine-protein kinase Fer;Protein kinase C epsilon type;Tyrosine-protein kinase Fyn;STE20-like serine/threonine-protein kinase;GTP-binding protein 4;Protein kinase C theta type;Protein kinase C alpha type;Glycogen synthase kinase-3 alpha;Ribosomal protein S6 kinase alpha-3;Mitogen-activated protein kinase kinase kinase kinase 4;Ribosomal protein S6 kinase beta-1;Leucine-rich repeat serine/threonine-protein kinase 2;Platelet-derived growth factor receptor beta;Cyclin-dependent-like kinase 5;Serine/threonine-protein kinase N2;Mitogen-activated protein kinase kinase kinase kinase 5;Serine/threonine-protein kinase pim-1;Serine/threonine-protein kinase N1;Protein kinase C beta type;Vascular endothelial growth factor receptor 2;Tyrosine-protein kinase JAK1;Protein kinase C eta type;Vascular endothelial growth factor receptor 3;Focal adhesion kinase 1;RAC-alpha serine/threonine-protein kinase;TRAF2 and NCK-interacting protein kinase;Protein kinase C zeta type;Leukocyte tyrosine kinase receptor;Serine/threonine-protein kinase 3;Cyclin-dependent kinase 2;Protein kinase C gamma type;Protein kinase C (PKC)",False,70,1.9441903429099765,1.226970197430655,21.564625850340136,20.952380952380953,70.74829931972789
EOS101285,AZ191,inhibitor,Dual specificity tyrosine-phosphorylation-regulated kinase 1B;Dual specificity tyrosine-phosphorylation-regulated kinase 1A;Insulin-like growth factor 1 receptor;Cyclin-dependent kinase 2,False,80,2.272918098341122,0.9158363023743963,26.93877551020408,35.374149659863946,42.857142857142854
EOS101282,PD 169316,,Nuclear factor NF-kappa-B p105 subunit;Polyunsaturated fatty acid 5-lipoxygenase;Serine/threonine-protein kinase mTOR;Geminin;Peripheral myelin protein 22;Retinal dehydrogenase 1;Muscarinic acetylcholine receptor M1;Non-structural protein 1;Cruzipain;Microtubule-associated protein tau;Thrombopoietin;ATP-dependent DNA helicase Q1;Mitogen-activated protein kinase 1;Cytochrome P450 3A4;Neuropeptide S receptor;Thyroid hormone receptor beta;Mitogen-activated protein kinase 14;Menin/Histone-lysine N-methyltransferase MLL;Prelamin-A/C;Bloom syndrome protein;Tyrosinase,False,75,2.00875302084076,1.1005152737424608,23.877551020408163,24.353741496598637,62.04081632653061
EOS101277,RG-4733,inhibitor,Gamma-secretase;Presenilin-1,False,57,1.950099106681134,1.134065258075176,15.578231292517005,21.224489795918366,63.8095238095238
EOS101269,VENETOCLAX,antagonist;antagonist;inhibitor,Bcl-2-like protein 2;Apoptosis regulator Bcl-2;Bcl-2-like protein 1;Aspartyl/asparaginyl beta-hydroxylase;Induced myeloid leukemia cell differentiation protein Mcl-1 homolog,False,140,2.5054244796503977,0.9219277455519721,48.707482993197274,45.98639455782313,44.761904761904766
EOS101268,VILAZODONE,agonist;agonist;partial agonist;inhibitor,D(2) dopamine receptor;5-hydroxytryptamine receptor 7;5-HT<sub>3</sub>AB;5-hydroxytryptamine receptor 2C;Adrenergic receptor alpha-2;5-hydroxytryptamine receptor 1D;5-hydroxytryptamine receptor 1B;Histamine H1 receptor;D(3) dopamine receptor;5-hydroxytryptamine receptor 1A;5-hydroxytryptamine receptor 6;5-hydroxytryptamine receptor 4;Sodium-dependent serotonin transporter;5-hydroxytryptamine receptor 2A;D(4) dopamine receptor;Acetylcholinesterase;Adrenergic receptor alpha-1,False,131,2.6061583514350595,1.127935660094799,45.78231292517007,48.16326530612245,63.129251700680264
EOS101258,HESPERADIN,inhibitor,"Protein-tyrosine kinase 2-beta;Leukocyte tyrosine kinase receptor;Proto-oncogene tyrosine-protein kinase ROS;5'-AMP-activated protein kinase catalytic subunit alpha-1;Ribosomal protein S6 kinase alpha-4;Solute carrier family 2, facilitated glucose transporter member 1;Aurora kinase B-A;Tyrosine-protein kinase Fes/Fps;Focal adhesion kinase 1;Serine/threonine-protein kinase BRSK2;Hexose transporter 1;Aurora kinase A;Serine/threonine-protein kinase PAK 2;Ribosomal protein S6 kinase alpha-5;Glucose transporter;Non-receptor tyrosine-protein kinase TYK2;Aurora kinase B;Maternal embryonic leucine zipper kinase",False,200,3.2392441102115916,1.1817999611371097,67.75510204081633,63.40136054421769,68.70748299319727
